track_key,difference_energy,difference_tempo,difference_speechiness,difference_dance,difference_instrumentalness,difference_valence,difference_acousticness
65KzDXZm9aQt8sA1k0ZVG335TR4q5diWOSkz1PKHTowL,0.026,-88.169,0.003,-0.047,0.0,-0.028,0.3079
2zj1zujNxjBMBdfkm5uY2o6wG2lzknFfVQcLvSNxgsKN,-0.239,-81.721,0.0165,-0.073,0.0,0.22,0.7819
2zj1zujNxjBMBdfkm5uY2o7rYMkUsGV9VxhDFTqiUFlb,0.026,-88.153,0.0031,-0.05,0.0,-0.028,0.3079
2zj1zujNxjBMBdfkm5uY2o35TR4q5diWOSkz1PKHTowL,0.026,-88.169,0.003,-0.047,0.0,-0.028,0.3079
3wGNOxXUzeqC00i6E8GwwL5M9UEc2qrVtukQkOHxleVE,0.057,-73.161,-0.0179,-0.002,0.7561,0.007,0.071
3wGNOxXUzeqC00i6E8GwwL1fkhcz2p09Q39sZn9BxxAr,0.062,-81.346,-0.0183,0.013,0.0631,-0.2516,0.016
3wGNOxXUzeqC00i6E8GwwL2EokzmOqkqzd4ByOdBZrJK,0.014,-85.77,-0.0142,-0.011,0.5031,-0.114,0.083
3wGNOxXUzeqC00i6E8GwwL6OWarAsC81UaKYVq5H6BtO,-0.01,-77.523,-0.0183,-0.015,0.6291,-0.023,-0.029
3wGNOxXUzeqC00i6E8GwwL7CysZEyoESy2p5Avt6QFxS,0.25,-76.562,-0.0158,0.043,0.0631,-0.2509,-0.605
3wGNOxXUzeqC00i6E8GwwL3p9rd5VZ8gXafPIoWC3UJZ,0.078,-92.926,-0.0049,-0.12,0.7041,-0.179,0.131
3wGNOxXUzeqC00i6E8GwwL2HuenfWKvQccKOiP7U9e1C,0.167,-77.325,-0.0192,0.064,-0.0636,-0.213,-0.254
3wGNOxXUzeqC00i6E8GwwL5GZGiU11fW8NkQ7vGQaDw3,0.056,-73.871,-0.0154,0.033,0.4051,-0.02,0.038
3wGNOxXUzeqC00i6E8GwwL6BP4iS3AQya3FOAanCdh53,-0.08,-83.609,-0.0146,-0.03,0.2691,-0.109,0.098
7fJ4lTPcGd1NmZdlAwpRJ42jQOSzpbXy2VN3sTmdzaJ0,0.092,-4.703,0.0199,-0.037,-0.0196,0.113,-0.4076
7fJ4lTPcGd1NmZdlAwpRJ41YU21SBB5UakilE1otqCY7,0.121,-6.691,-0.0104,0.052,-0.013,0.128,-0.243
7fJ4lTPcGd1NmZdlAwpRJ46gCeDPdrZQyx9fsNfF7zkr,0.081,-6.298,0.0179,0.011,-0.0203,0.044,-0.381
7fJ4lTPcGd1NmZdlAwpRJ47ndNbyqrfIg0j42EDYWrGD,0.063,-9.516,0.009,0.043,-0.0187,0.125,-0.321
7fJ4lTPcGd1NmZdlAwpRJ43h8rtt2pC8OvQRkpNijlez,0.104,-4.509,-0.0038,0.045,-0.0184,0.056,-0.274
7fJ4lTPcGd1NmZdlAwpRJ464rpFxzbS1qD1Xsugy1L27,0.079,-5.362,0.0225,-0.038,-0.0173,0.06,-0.3649
7fJ4lTPcGd1NmZdlAwpRJ46krwoBpTYKcPXE2GQPE7OW,0.1,-5.405,0.0142,-0.036,-0.0033,0.154,-0.4244
7fJ4lTPcGd1NmZdlAwpRJ44mtfqLV0BOLXLIhe8F2wM1,0.14,-5.481,0.0054,-0.042,-0.0176,0.213,-0.088
7fJ4lTPcGd1NmZdlAwpRJ40zjgeIteEWIhw3UlfhkriP,0.092,-4.703,0.0193,-0.037,-0.0196,0.114,-0.4076
2BGQUzDfBJl01GhqiCV8q42jQOSzpbXy2VN3sTmdzaJ0,0.092,-4.696,0.0199,-0.037,-0.0196,0.113,-0.4076
2BGQUzDfBJl01GhqiCV8q41YU21SBB5UakilE1otqCY7,0.121,-6.684,-0.0104,0.052,-0.013,0.128,-0.243
2BGQUzDfBJl01GhqiCV8q46gCeDPdrZQyx9fsNfF7zkr,0.081,-6.291,0.0179,0.011,-0.0203,0.044,-0.381
2BGQUzDfBJl01GhqiCV8q47ndNbyqrfIg0j42EDYWrGD,0.063,-9.509,0.009,0.043,-0.0187,0.125,-0.321
2BGQUzDfBJl01GhqiCV8q43h8rtt2pC8OvQRkpNijlez,0.104,-4.502,-0.0038,0.045,-0.0184,0.056,-0.274
2BGQUzDfBJl01GhqiCV8q464rpFxzbS1qD1Xsugy1L27,0.079,-5.355,0.0225,-0.038,-0.0173,0.06,-0.3649
2BGQUzDfBJl01GhqiCV8q46krwoBpTYKcPXE2GQPE7OW,0.1,-5.398,0.0142,-0.036,-0.0033,0.154,-0.4244
2BGQUzDfBJl01GhqiCV8q44mtfqLV0BOLXLIhe8F2wM1,0.14,-5.474,0.0054,-0.042,-0.0176,0.213,-0.088
2BGQUzDfBJl01GhqiCV8q40zjgeIteEWIhw3UlfhkriP,0.092,-4.696,0.0193,-0.037,-0.0196,0.114,-0.4076
52vA3CYKZqZVdQnzRrdZt61Ik4syR2SnsRjum1Em1NnI,0.133,7.133,0.0552,-0.027,0.0,0.062,-0.164
52vA3CYKZqZVdQnzRrdZt632gGuJXlLJbKCk3MDfW53y,0.02,-8.256,0.0069,0.004,0.0079,-0.073,-0.257
0Uuu0NTTPwk6EEtZNyIAWP6oygF1LmSc0zwqoCRP13no,0.004,1.461,0.037,-0.014,0.0,0.016,-0.035
0Uuu0NTTPwk6EEtZNyIAWP2GXZospFi50u0qLrwvqCXO,0.004,1.671,0.092,-0.102,0.0,0.001,-0.019
1CFB5j66qQ8Dj3QoE8rbh25y18iclIr2yPLS4ZXbcWMg,0.083,-1.822,-0.0307,-0.11,0.0408,0.26,0.408
1CFB5j66qQ8Dj3QoE8rbh22PaeCePLtaZv47zBeKgGfq,0.154,2.231,-0.0386,-0.175,0.0032,0.067,0.113
1CFB5j66qQ8Dj3QoE8rbh22GH92HgFBTpwaGL3K7DgrQ,0.17,-0.765,-0.0217,-0.271,0.0155,0.042,-0.277
3DEMkCWgYWCGDmrgb3Thgu71DnhLXbjE40FYUxkqmdtu,0.032,12.06,0.1505,-0.102,-0.0016,-0.253,0.1489
4yQw7FR9lcvL6RHtegbJBh71DnhLXbjE40FYUxkqmdtu,0.243,13.559,0.1461,-0.08,0.0,-0.288,-0.035
5nNwGGIZmgUVdxOscPgJl271DnhLXbjE40FYUxkqmdtu,0.065,13.476,0.1401,-0.005,3.76e-06,-0.188,0.1925
1zkH4jYyALcnAbeyYkK2XT1GVnmBeDZkNgCxOqS6XTym,0.293,1.146,0.0216,0.006,-0.0424,-0.193,-0.1267
1zkH4jYyALcnAbeyYkK2XT0ObKajFvUZJUDUJSnacygl,0.264,9.259,0.0354,-0.12,-0.0659,-0.314,-0.1669
1zkH4jYyALcnAbeyYkK2XT70ficP3uyIPJnDpOVECg8u,0.233,13.173,0.059,-0.035,-0.0642,-0.281,-0.1158
1zkH4jYyALcnAbeyYkK2XT6cUDIh5WLOgMynn9BqRXnJ,0.306,6.315,0.174,-0.086,-0.066,-0.362,0.065
1zkH4jYyALcnAbeyYkK2XT46ifFcy8gtObelFyLMAbig,0.005,1.989,0.0177,0.012,0.055,-0.461,-0.173
2L6y6jqfYdYkeOjUtS76q117dOy4lGMLNsvLx362dhrf,0.025,-77.612,-0.0154,0.082,-0.0095,0.016,0.078
7wmL8PnzLRlnxtGh79NGbt1MZzQKpSy7bof9zSpuYncM,0.013,75.214,0.0324,-0.045,-0.1994,-0.17,0.187
7wmL8PnzLRlnxtGh79NGbt7G19ZbGnMM0zgJgEnvMEp7,0.021,-0.394,-0.0104,0.086,0.5,-0.169,0.202
7wmL8PnzLRlnxtGh79NGbt0eiziHBpvpBoWCLBHC3rbO,-0.335,-2.829,-0.0134,0.018,0.224,-0.151,0.395
21ZInhkYT3ye76EmlaUMw71ugZS6DohrZtMYPBRl82LI,0.065,-7.465,0.0244,-0.09,-0.1038,0.084,-0.1317
21ZInhkYT3ye76EmlaUMw76xuNNgvnO4LkQkPkgiMQsn,-0.107,-5.511,0.0261,-0.081,-0.0653,-0.077,-0.1284
21ZInhkYT3ye76EmlaUMw71hTswzJ5VtuUEMHmrxYD4e,0.144,-2.907,0.0385,-0.122,-0.1044,0.019,-0.1255
21ZInhkYT3ye76EmlaUMw75XeKztpYgzEPrJY3ryxIEe,0.144,-2.907,0.0385,-0.122,-0.1044,0.019,-0.1255
5CzOjmWTvbFGlwLS972Ngh5VgFsarsBKioi28ncmtkjq,-0.137,31.699,-0.625,-0.246,0.0,0.013,0.217
5JqsRFZYDtIK5Rgeuzd2Jv3Mm5e3j6q6ZCKGh3akueqa,0.154,-19.229,-0.0086,0.017,0.0069,-0.01,-0.088
7oOtjbGZNF9pyVEbzQwyNX4yImrXCQiH6ZAiXblrYgX2,0.05,-0.708,0.0013,0.015,0.0464,-0.124,0.04
7oOtjbGZNF9pyVEbzQwyNX6tpkKi7RQ77WiOQwqcjrc5,0.038,0.254,0.0132,-0.056,-0.0034,-0.239,-0.0007
7oOtjbGZNF9pyVEbzQwyNX61bp7CmEj2GEaQQy7BZPct,0.035,2.247,0.0054,0.008,-0.0043,-0.171,0.0003
7oOtjbGZNF9pyVEbzQwyNX5UKxsS4Kpgif4DQOIVPa0G,0.035,1.05,0.0623,-0.007,0.0382,-0.11,-0.0048
7oOtjbGZNF9pyVEbzQwyNX5XPUa0iG4GtlcDPEHxb80A,0.038,-1.158,0.0963,-0.128,-0.0043,-0.369,0.0004
7oOtjbGZNF9pyVEbzQwyNX6WoMCc2JKIx5c7Gynzx3TA,0.006,0.021,0.0843,0.046,-0.0014,-0.36,0.0015
7oOtjbGZNF9pyVEbzQwyNX0RXKu6hYzXy231sGgIodK8,0.038,-1.158,0.0963,-0.128,-0.0043,-0.369,0.0004
7oOtjbGZNF9pyVEbzQwyNX688oPIe92f099ZZDNItT49,0.045,0.66,0.0365,-0.008,-0.0042,-0.516,0.0274
7oOtjbGZNF9pyVEbzQwyNX14MfBLTsm7XhwnxxkYiW1q,0.054,-8.953,0.0693,-0.29,-0.0043,-0.381,-0.0058
7oOtjbGZNF9pyVEbzQwyNX63slPDSFZojXeaa4PYCaix,0.037,3.278,0.0603,-0.068,0.0044,-0.481,0.1034
7oOtjbGZNF9pyVEbzQwyNX2xdd3oVU0wMEO8gwLhr8S5,0.038,1.528,0.0292,-0.095,-0.0036,-0.245,-0.0085
7oOtjbGZNF9pyVEbzQwyNX68v5PlqXEHZDwRwjzRg4x2,0.048,3.708,0.0883,0.044,-0.0043,-0.273,0.1444
7oOtjbGZNF9pyVEbzQwyNX7AUUUr3y7PN4W41rFO3uVP,0.05,3.532,0.0683,0.022,-0.0043,-0.264,0.0075
7oOtjbGZNF9pyVEbzQwyNX0q1jZObsP7vrgjmhsldNkY,0.046,0.813,0.0379,-0.027,-0.0043,-0.325,0.0451
7oOtjbGZNF9pyVEbzQwyNX0NEqTizrXB4xphfmEnNWC7,0.047,0.866,0.0286,-0.023,-0.0043,-0.299,0.0484
7oOtjbGZNF9pyVEbzQwyNX45kKEp6E2If3b45q5WQ88X,0.037,3.278,0.0603,-0.068,0.0044,-0.481,0.1034
7oOtjbGZNF9pyVEbzQwyNX5q3lCyWWq2k9OlDVySTJGO,0.05,3.532,0.0683,0.022,-0.0043,-0.264,0.0075
7oOtjbGZNF9pyVEbzQwyNX53Ju8IRYudySA1kGhu90YO,0.023,1.826,0.0603,0.041,-0.004,-0.438,-0.0077
7oOtjbGZNF9pyVEbzQwyNX762MJTeEF6Lr9V1e6Oa0Nc,0.047,2.695,0.0953,-0.02,-0.0043,-0.234,0.0109
7oOtjbGZNF9pyVEbzQwyNX3b1dYoKIgwfCSTrjseEaAL,0.053,-0.615,0.0903,0.021,-0.0039,-0.315,0.0586
0i2jSWCwjjOVzfnvJJ2Sii4yImrXCQiH6ZAiXblrYgX2,0.05,-0.708,0.0013,0.015,0.0464,-0.124,0.04
0i2jSWCwjjOVzfnvJJ2Sii6tpkKi7RQ77WiOQwqcjrc5,0.038,0.254,0.0132,-0.056,-0.0034,-0.239,-0.0007
0i2jSWCwjjOVzfnvJJ2Sii61bp7CmEj2GEaQQy7BZPct,0.035,2.247,0.0054,0.008,-0.0043,-0.171,0.0003
0i2jSWCwjjOVzfnvJJ2Sii5UKxsS4Kpgif4DQOIVPa0G,0.035,1.05,0.0623,-0.007,0.0382,-0.11,-0.0048
0i2jSWCwjjOVzfnvJJ2Sii5XPUa0iG4GtlcDPEHxb80A,0.038,-1.158,0.0963,-0.128,-0.0043,-0.369,0.0004
0i2jSWCwjjOVzfnvJJ2Sii6WoMCc2JKIx5c7Gynzx3TA,0.006,0.021,0.0843,0.046,-0.0014,-0.36,0.0015
0i2jSWCwjjOVzfnvJJ2Sii0RXKu6hYzXy231sGgIodK8,0.038,-1.158,0.0963,-0.128,-0.0043,-0.369,0.0004
0i2jSWCwjjOVzfnvJJ2Sii688oPIe92f099ZZDNItT49,0.045,0.66,0.0365,-0.008,-0.0042,-0.516,0.0274
0i2jSWCwjjOVzfnvJJ2Sii14MfBLTsm7XhwnxxkYiW1q,0.054,-8.953,0.0693,-0.29,-0.0043,-0.381,-0.0058
0i2jSWCwjjOVzfnvJJ2Sii63slPDSFZojXeaa4PYCaix,0.037,3.278,0.0603,-0.068,0.0044,-0.481,0.1034
0i2jSWCwjjOVzfnvJJ2Sii2xdd3oVU0wMEO8gwLhr8S5,0.038,1.528,0.0292,-0.095,-0.0036,-0.245,-0.0085
0i2jSWCwjjOVzfnvJJ2Sii68v5PlqXEHZDwRwjzRg4x2,0.048,3.708,0.0883,0.044,-0.0043,-0.273,0.1444
0i2jSWCwjjOVzfnvJJ2Sii7AUUUr3y7PN4W41rFO3uVP,0.05,3.532,0.0683,0.022,-0.0043,-0.264,0.0075
0i2jSWCwjjOVzfnvJJ2Sii0q1jZObsP7vrgjmhsldNkY,0.046,0.813,0.0379,-0.027,-0.0043,-0.325,0.0451
0i2jSWCwjjOVzfnvJJ2Sii0NEqTizrXB4xphfmEnNWC7,0.047,0.866,0.0286,-0.023,-0.0043,-0.299,0.0484
0i2jSWCwjjOVzfnvJJ2Sii45kKEp6E2If3b45q5WQ88X,0.037,3.278,0.0603,-0.068,0.0044,-0.481,0.1034
0i2jSWCwjjOVzfnvJJ2Sii5q3lCyWWq2k9OlDVySTJGO,0.05,3.532,0.0683,0.022,-0.0043,-0.264,0.0075
0i2jSWCwjjOVzfnvJJ2Sii53Ju8IRYudySA1kGhu90YO,0.023,1.826,0.0603,0.041,-0.004,-0.438,-0.0077
0i2jSWCwjjOVzfnvJJ2Sii762MJTeEF6Lr9V1e6Oa0Nc,0.047,2.695,0.0953,-0.02,-0.0043,-0.234,0.0109
0i2jSWCwjjOVzfnvJJ2Sii3b1dYoKIgwfCSTrjseEaAL,0.053,-0.615,0.0903,0.021,-0.0039,-0.315,0.0586
4ZhtIgZ3rIXQnjdDns3I7v7ptxR2dzwBc1R3kQqKvLAH,0.078,15.184,0.0007,-0.068,-0.0001,0.043,-0.6249
5ALdVXXmO7nHcjAWTEKNEL7ptxR2dzwBc1R3kQqKvLAH,-0.14,0.951,0.0014,-0.122,-0.1245,-0.089,-0.8939
382zGDGUbJK1SMzXK3xucw7ptxR2dzwBc1R3kQqKvLAH,-0.086,-32.055,-0.0744,-0.295,-0.1725,-0.104,-0.1309
2igMGsVrFIxb53YnAJEPYn1UfZXEAV78rpbCsauF7WuE,0.074,-3.053,-0.0009,-0.106,-0.0008,-0.393,-0.33
2igMGsVrFIxb53YnAJEPYn79KMhr8vyQEF964t64ftSj,0.267,0.742,-0.0083,-0.193,-0.0008,-0.224,-0.736
2igMGsVrFIxb53YnAJEPYn4p8TkH7vWYbvyvOYjcQQjw,0.013,79.299,-0.0033,-0.22,0.0007,-0.323,0.019
2igMGsVrFIxb53YnAJEPYn6yx9Ssfx40EG0CsDEJrLeQ,0.044,83.311,0.0148,-0.313,0.01,-0.454,-0.031
2igMGsVrFIxb53YnAJEPYn6E0pdRtBKsZZMyKfM8xYZQ,-0.067,83.26,-0.0024,-0.195,0.1632,-0.258,0.003
2igMGsVrFIxb53YnAJEPYn3nM5OEaDiuq1dIrm8KLE9p,-0.031,-0.701,0.0038,-0.211,-0.0008,-0.28,-0.122
2igMGsVrFIxb53YnAJEPYn7tVXNbnWhaAyc6gnz7HGMD,-0.045,-4.341,-0.0037,-0.101,0.0017,-0.232,-0.018
2igMGsVrFIxb53YnAJEPYn3sQ1M91PcHBTzSzv0Je9Qp,0.077,-2.98,-0.0029,-0.178,0.0032,-0.492,0.002
5Ztb6XeyRXuVO18Cix2nBQ6pn91xPidbgf2QWbYgynDg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2E00HLLG1Nxy4WeU454udm6pn91xPidbgf2QWbYgynDg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
760kI4Cu7N9IQTr17gm3cB6pn91xPidbgf2QWbYgynDg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1kFXehwQbne8Rh2rB6ylRG6pn91xPidbgf2QWbYgynDg,-0.0301,98.263,-0.0127,0.014,-0.0137,0.012,-0.009
0dnwXDzeDfqJv3Pm4Z44SF4wVeamAptol4NLzDX9bRbq,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7DIEmHEYWacpNyXbNDVHTQ4wVeamAptol4NLzDX9bRbq,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5nbiNgQpP4PrMnXaS6ooG54wVeamAptol4NLzDX9bRbq,-0.027,-0.066,0.0008,-0.003,0.0004,0.006,-0.043
6jn0OYwIjIjERO91ZQIxUV4wVeamAptol4NLzDX9bRbq,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4fXoeBGrVWfNKpdcmL8tw66hErwsSQoR9QZLDjGWIXoL,0.037,3.292,0.0712,-0.144,-0.0335,-0.57,0.0009
4fXoeBGrVWfNKpdcmL8tw606wMiXVu8fWglWk1j3gEH8,0.025,-0.709,0.0782,-0.189,-0.0342,-0.548,-0.0001
4fXoeBGrVWfNKpdcmL8tw64CgoSgmivOACoVnKQsIkZf,0.04,-1.533,0.0176,-0.063,-0.0291,-0.365,0.0026
4fXoeBGrVWfNKpdcmL8tw61WjHWsmZfSJChHRMmz1xRe,-0.32,-13.023,-0.0053,-0.03,-0.034,-0.267,0.5235
4fXoeBGrVWfNKpdcmL8tw65UH2sHevQzsyJ94KZYttwT,0.03,-3.733,0.0538,-0.17,-0.0275,-0.344,0.008
4fXoeBGrVWfNKpdcmL8tw65qf6g8YTFgM28BnlwUoe3S,0.03,-3.733,0.0538,-0.17,-0.0275,-0.344,0.008
4fXoeBGrVWfNKpdcmL8tw61ZZtClfG9maMyosemasL7h,0.025,-0.709,0.0782,-0.189,-0.0342,-0.548,-0.0001
4fXoeBGrVWfNKpdcmL8tw660VxLpoU4h9w8THlQpNrUe,0.04,-5.038,0.03,-0.163,-0.032,-0.54,0.0004
4fXoeBGrVWfNKpdcmL8tw61VbOLKo8gwyUpq8ojQge4A,0.047,4.017,0.0225,-0.101,-0.0342,-0.182,0.0192
4fXoeBGrVWfNKpdcmL8tw64IlQNfIYrPfnHYHSbCyV1F,-0.083,1.686,0.01,-0.181,-0.0325,-0.499,0.0148
4fXoeBGrVWfNKpdcmL8tw6219tKkY10iTrytg3DY0Pm1,0.063,-3.946,0.1182,-0.072,0.2448,-0.626,0.1175
4fXoeBGrVWfNKpdcmL8tw65i6At4AB11aAmNyaXncXA7,-0.272,0.333,-0.0014,-0.061,-0.0342,-0.199,0.4535
4fXoeBGrVWfNKpdcmL8tw61MiFLhNxcYQ9R8PfsCsPG8,0.059,-3.885,0.0501,-0.094,-0.0266,-0.459,0.009
4fXoeBGrVWfNKpdcmL8tw60PJJqEGPXu29V0PZ9auL0C,0.047,4.017,0.0225,-0.101,-0.0342,-0.182,0.0192
4fXoeBGrVWfNKpdcmL8tw65lx0X7L5AjGwXlWiAQ18Ku,0.049,-1.917,0.0514,-0.104,-0.0341,-0.354,0.0057
4fXoeBGrVWfNKpdcmL8tw67leomszPmbNQBq271mgGlb,-0.028,1.213,0.0145,-0.196,0.1558,-0.438,0.0016
4fXoeBGrVWfNKpdcmL8tw644Wr0VKbppgg0x1pMxU77M,0.038,-2.546,0.0178,-0.106,-0.0335,-0.346,0.0097
4fXoeBGrVWfNKpdcmL8tw62Kudo085rXJVaSV9v7xsdS,0.049,-1.917,0.0514,-0.104,-0.0341,-0.354,0.0057
4fXoeBGrVWfNKpdcmL8tw61pTplQCDpeJPgKFpMMxvwU,0.062,-1.743,0.0468,-0.048,-0.0334,-0.583,0.0235
4fXoeBGrVWfNKpdcmL8tw63mM8E9QBFAKRBeP7dNwVMf,0.06,-0.526,0.0862,-0.104,-0.0263,-0.385,0.0022
4fXoeBGrVWfNKpdcmL8tw60biLLD6Nu8TcklsXpzocG3,0.04,-5.01,0.0322,-0.161,-0.032,-0.549,0.0003
4fXoeBGrVWfNKpdcmL8tw60RwdCT3MgtEjFV8W6pA0Ay,0.011,5.105,0.0241,-0.056,-0.0248,-0.443,0.0004
4fXoeBGrVWfNKpdcmL8tw65ve4sy7AnCOnVHrpuGjHOw,0.038,-2.357,0.0203,-0.103,-0.0335,-0.314,0.0094
4fXoeBGrVWfNKpdcmL8tw67cgo0GvBydg28q09FrAWSn,-0.178,-2.408,-0.0058,-0.044,-0.0341,-0.255,0.3005
4fXoeBGrVWfNKpdcmL8tw64BrRv1FUnPOUNuRQxrZMk6,0.016,0.336,0.1272,-0.215,-0.0301,-0.513,0.0009
4fXoeBGrVWfNKpdcmL8tw62miB0iEQziDjF8pRQnTRIB,-0.272,0.333,-0.0014,-0.061,-0.0342,-0.199,0.4535
4fXoeBGrVWfNKpdcmL8tw62NBash88ONrp2P1r0SfwIH,0.058,1.426,0.0334,-0.135,-0.031,-0.287,0.0062
1Rzhgl9YdghSUs37xUiQX26hErwsSQoR9QZLDjGWIXoL,0.037,3.292,0.0712,-0.144,-0.0335,-0.57,0.0009
1Rzhgl9YdghSUs37xUiQX206wMiXVu8fWglWk1j3gEH8,0.025,-0.709,0.0782,-0.189,-0.0342,-0.548,-0.0001
1Rzhgl9YdghSUs37xUiQX24CgoSgmivOACoVnKQsIkZf,0.04,-1.533,0.0176,-0.063,-0.0291,-0.365,0.0026
1Rzhgl9YdghSUs37xUiQX21WjHWsmZfSJChHRMmz1xRe,-0.32,-13.023,-0.0053,-0.03,-0.034,-0.267,0.5235
1Rzhgl9YdghSUs37xUiQX25UH2sHevQzsyJ94KZYttwT,0.03,-3.733,0.0538,-0.17,-0.0275,-0.344,0.008
1Rzhgl9YdghSUs37xUiQX25qf6g8YTFgM28BnlwUoe3S,0.03,-3.733,0.0538,-0.17,-0.0275,-0.344,0.008
1Rzhgl9YdghSUs37xUiQX21ZZtClfG9maMyosemasL7h,0.025,-0.709,0.0782,-0.189,-0.0342,-0.548,-0.0001
1Rzhgl9YdghSUs37xUiQX260VxLpoU4h9w8THlQpNrUe,0.04,-5.038,0.03,-0.163,-0.032,-0.54,0.0004
1Rzhgl9YdghSUs37xUiQX21VbOLKo8gwyUpq8ojQge4A,0.047,4.017,0.0225,-0.101,-0.0342,-0.182,0.0192
1Rzhgl9YdghSUs37xUiQX24IlQNfIYrPfnHYHSbCyV1F,-0.083,1.686,0.01,-0.181,-0.0325,-0.499,0.0148
1Rzhgl9YdghSUs37xUiQX2219tKkY10iTrytg3DY0Pm1,0.063,-3.946,0.1182,-0.072,0.2448,-0.626,0.1175
1Rzhgl9YdghSUs37xUiQX25i6At4AB11aAmNyaXncXA7,-0.272,0.333,-0.0014,-0.061,-0.0342,-0.199,0.4535
1Rzhgl9YdghSUs37xUiQX21MiFLhNxcYQ9R8PfsCsPG8,0.059,-3.885,0.0501,-0.094,-0.0266,-0.459,0.009
1Rzhgl9YdghSUs37xUiQX20PJJqEGPXu29V0PZ9auL0C,0.047,4.017,0.0225,-0.101,-0.0342,-0.182,0.0192
1Rzhgl9YdghSUs37xUiQX25lx0X7L5AjGwXlWiAQ18Ku,0.049,-1.917,0.0514,-0.104,-0.0341,-0.354,0.0057
1Rzhgl9YdghSUs37xUiQX27leomszPmbNQBq271mgGlb,-0.028,1.213,0.0145,-0.196,0.1558,-0.438,0.0016
1Rzhgl9YdghSUs37xUiQX244Wr0VKbppgg0x1pMxU77M,0.038,-2.546,0.0178,-0.106,-0.0335,-0.346,0.0097
1Rzhgl9YdghSUs37xUiQX22Kudo085rXJVaSV9v7xsdS,0.049,-1.917,0.0514,-0.104,-0.0341,-0.354,0.0057
1Rzhgl9YdghSUs37xUiQX21pTplQCDpeJPgKFpMMxvwU,0.062,-1.743,0.0468,-0.048,-0.0334,-0.583,0.0235
1Rzhgl9YdghSUs37xUiQX23mM8E9QBFAKRBeP7dNwVMf,0.06,-0.526,0.0862,-0.104,-0.0263,-0.385,0.0022
1Rzhgl9YdghSUs37xUiQX20biLLD6Nu8TcklsXpzocG3,0.04,-5.01,0.0322,-0.161,-0.032,-0.549,0.0003
1Rzhgl9YdghSUs37xUiQX20RwdCT3MgtEjFV8W6pA0Ay,0.011,5.105,0.0241,-0.056,-0.0248,-0.443,0.0004
1Rzhgl9YdghSUs37xUiQX25ve4sy7AnCOnVHrpuGjHOw,0.038,-2.357,0.0203,-0.103,-0.0335,-0.314,0.0094
1Rzhgl9YdghSUs37xUiQX27cgo0GvBydg28q09FrAWSn,-0.178,-2.408,-0.0058,-0.044,-0.0341,-0.255,0.3005
1Rzhgl9YdghSUs37xUiQX24BrRv1FUnPOUNuRQxrZMk6,0.016,0.336,0.1272,-0.215,-0.0301,-0.513,0.0009
1Rzhgl9YdghSUs37xUiQX22miB0iEQziDjF8pRQnTRIB,-0.272,0.333,-0.0014,-0.061,-0.0342,-0.199,0.4535
1Rzhgl9YdghSUs37xUiQX22NBash88ONrp2P1r0SfwIH,0.058,1.426,0.0334,-0.135,-0.031,-0.287,0.0062
1yEmPxiNMhT4sarAUXtFEr7tPpw7yF1KppkXO0KpCag8,-0.078,-10.817,-0.0866,0.078,0.8147,0.449,0.466
1yEmPxiNMhT4sarAUXtFEr6JxMR2n5JAvw6tqdqRP3lj,-0.026,1.91,-0.0675,0.012,0.0116,0.139,-0.2235
1yEmPxiNMhT4sarAUXtFEr2f6XkonWVOxS5XW3IKEVOW,-0.007,-0.112,-0.0521,-0.091,0.0723,0.284,-0.2108
1yEmPxiNMhT4sarAUXtFEr76xe6Z15vJzaSEYCScmMup,0.0,-4.412,-0.0524,0.022,0.7147,0.355,0.253
1yEmPxiNMhT4sarAUXtFEr6eCmeTBw7xccAo98SD2xVl,-0.037,1.388,-0.0778,-0.101,0.0112,0.419,0.084
1yEmPxiNMhT4sarAUXtFEr5HnIdC5hPmGqT6BmmZ18Qz,-0.076,-1.061,-0.0563,0.079,0.4477,0.395,0.305
1yEmPxiNMhT4sarAUXtFEr0b7Pfq7AAe2dxEbHyJe2NA,-0.045,3.605,-0.0802,-0.108,0.0421,0.365,0.373
5EPfDGkdwRx801NTxrnpia40ixw1Ngq35CtsXIVLoFXY,-0.351,-106.592,-0.0148,0.2,-0.119,-0.28,0.333
5EPfDGkdwRx801NTxrnpia4GWwzrkwPSGIlERDeqtdn8,-0.106,-96.613,-0.0093,0.146,0.177,-0.059,0.009
5EPfDGkdwRx801NTxrnpia1anPKD73En2cPQRvPSrZP0,-0.042,-95.914,0.0157,0.249,-0.224,0.019,-0.011
5EPfDGkdwRx801NTxrnpia01C99WmRj8HKFvCwJlaGyD,0.015,-99.058,0.0084,0.227,-0.6521,-0.163,-0.3034
5EPfDGkdwRx801NTxrnpia4pGtPuX8S6XuD4VMb6HTDl,-0.101,-97.512,-0.0114,0.096,-0.102,0.162,0.407
5EPfDGkdwRx801NTxrnpia7aAJaxHhutEadaOZYt3HXS,-0.017,-96.137,-0.0119,0.162,-0.489,-0.034,-0.3203
