track_key,difference_energy,difference_tempo,difference_speechiness,difference_dance,difference_instrumentalness,difference_valence,difference_acousticness
36ZS04J2JbV1SH4LhbPWyI5yz7lk6aGZjlS0F7qXvQWU,-0.042,-8.456,-0.0076,-0.089,0.0026,-0.071,-0.047
36ZS04J2JbV1SH4LhbPWyI21iRkEKsJ1WEo0lBpTS2rf,0.156,-3.685,0.0067,-0.227,0.076,-0.041,-0.358
7qn5jYvZmq17rPMt6z92vL3CzUBVgb1kUFtf4hJ9zeI6,0.16,-3.852,0.0083,-0.254,0.0596,-0.048,-0.356
7qn5jYvZmq17rPMt6z92vL591ZA9ZL1V0SDlHHx4HTO2,0.209,-1.171,0.0729,-0.301,0.0126,-0.013,-0.449
7qn5jYvZmq17rPMt6z92vL3eJvF9rDDk9Pc7YASs6dQP,-0.107,-2.843,-0.0032,-0.152,0.0003,-0.215,-0.291
7qn5jYvZmq17rPMt6z92vL6EjgRNXuF7ZSRdWMEHmpMQ,0.037,-6.754,-0.0082,-0.085,0.0019,-0.008,-0.284
7qn5jYvZmq17rPMt6z92vL0K266lNiB3JhWdRv25ArvR,-0.076,-2.885,-0.0014,-0.149,0.2492,-0.216,-0.3971
7qn5jYvZmq17rPMt6z92vL5yz7lk6aGZjlS0F7qXvQWU,-0.042,-8.456,-0.0076,-0.089,0.0026,-0.071,-0.047
7qn5jYvZmq17rPMt6z92vL21iRkEKsJ1WEo0lBpTS2rf,0.156,-3.685,0.0067,-0.227,0.076,-0.041,-0.358
1OF6xl0u5S8dq8jlyUAQLG5gHfLv8Xnth87pq7u6MRle,-0.074,3.838,-0.0032,-0.31,-0.0004,-0.313,-0.311
0PMFa39oZsrpeOYLe6NEtr5gHfLv8Xnth87pq7u6MRle,0.179,6.124,-0.0115,-0.095,0.0014,-0.156,-0.154
7LjFcq4C2NGlXrSadUma792rFmj1PY792SoPbIdGsqfk,0.049,-5.537,-0.0824,-0.134,0.0,-0.342,-0.2586
2NVsZGu1472jZGL0qZB3Ny4EXJd5ljIBB0MeuLxGoTd4,0.2509,46.182,-0.0021,-0.033,0.1264,-0.0016,-0.247
3R8lLsjaPoti6UlmV2GPfS4EXJd5ljIBB0MeuLxGoTd4,-0.043,-6.171,-0.0012,-0.069,0.1257,-0.1595,-0.339
6CJOSHb0RyHMiySHqfLMoN04jnKhc5GzaDki2CcOnT2j,0.055,5.205,0.114,-0.104,0.0014,-0.484,0.019
6CJOSHb0RyHMiySHqfLMoN5wDSxbSump9RH4qXEE8mxp,0.053,6.791,0.0254,-0.138,0.0026,-0.138,-0.1546
6CJOSHb0RyHMiySHqfLMoN3tvjAbfAEdDowkQgAEj271,0.057,10.963,0.226,-0.143,0.0152,-0.617,0.047
6CJOSHb0RyHMiySHqfLMoN5vQyPfCvWgyWbpspdmy5Wd,0.066,5.027,0.0287,-0.034,0.0,-0.218,-0.1197
6CJOSHb0RyHMiySHqfLMoN0B5JeH08VM4bgik0WJwP9Z,0.063,9.249,0.157,-0.169,0.0036,-0.676,-0.154
6CJOSHb0RyHMiySHqfLMoN35XKGw3Andoysq44KHhfot,0.065,5.055,0.0302,-0.045,0.0,-0.199,-0.1215
6CJOSHb0RyHMiySHqfLMoN2SwyeDXyZaAYjzQpqGtWlK,0.06,0.03,0.0561,-0.032,0.0076,-0.207,-0.1403
6CJOSHb0RyHMiySHqfLMoN250me8qXl76zDWuDYT86Xo,0.066,7.334,0.067,-0.011,0.0006,-0.338,-0.1425
6CJOSHb0RyHMiySHqfLMoN5xm62i7vAXWc6rbd3LKH4R,0.049,3.576,0.0513,-0.096,-0.0001,-0.351,-0.1119
6CJOSHb0RyHMiySHqfLMoN0PTA6dxyv6PVsTHvioxtx7,0.065,8.776,0.231,-0.203,-0.0001,-0.675,-0.1526
6CJOSHb0RyHMiySHqfLMoN6zvFR4ecfZNh8FpH5oerr0,0.065,7.414,0.068,-0.011,0.0005,-0.321,-0.1434
6CJOSHb0RyHMiySHqfLMoN6jQ7xXUmmOhWkXb19KB2QS,0.065,8.776,0.231,-0.203,-0.0001,-0.675,-0.1526
6CJOSHb0RyHMiySHqfLMoN35CEcNYxOq60cuBuJBOTOb,0.056,4.838,0.0153,-0.027,-0.0001,-0.216,-0.1528
6CJOSHb0RyHMiySHqfLMoN7AUlmFN2v4qRKBh6iB8AJj,0.073,4.98,0.0463,-0.021,-0.0001,-0.374,-0.1381
6CJOSHb0RyHMiySHqfLMoN0wUe0Ge89KdKsQC1nHNMs6,0.08,4.676,0.116,-0.136,0.0001,-0.492,-0.1234
6CJOSHb0RyHMiySHqfLMoN53G2stiWXfSOsOC1stZhFd,-0.009,3.761,0.0158,0.079,0.0001,-0.338,-0.1342
6CJOSHb0RyHMiySHqfLMoN6pkJvCghWVuFTH1j3sN7Yh,0.082,5.589,0.065,0.007,0.0002,-0.409,-0.05
6CJOSHb0RyHMiySHqfLMoN2lwGNIj7xSITJgO1kk71eg,0.055,5.205,0.114,-0.104,0.0014,-0.484,0.019
65JmIZCsgkw2mbfobxt1CR04jnKhc5GzaDki2CcOnT2j,0.055,5.205,0.114,-0.104,0.0014,-0.484,0.019
65JmIZCsgkw2mbfobxt1CR5wDSxbSump9RH4qXEE8mxp,0.053,6.791,0.0254,-0.138,0.0026,-0.138,-0.1546
65JmIZCsgkw2mbfobxt1CR3tvjAbfAEdDowkQgAEj271,0.057,10.963,0.226,-0.143,0.0152,-0.617,0.047
65JmIZCsgkw2mbfobxt1CR5vQyPfCvWgyWbpspdmy5Wd,0.066,5.027,0.0287,-0.034,0.0,-0.218,-0.1197
65JmIZCsgkw2mbfobxt1CR0B5JeH08VM4bgik0WJwP9Z,0.063,9.249,0.157,-0.169,0.0036,-0.676,-0.154
65JmIZCsgkw2mbfobxt1CR35XKGw3Andoysq44KHhfot,0.065,5.055,0.0302,-0.045,0.0,-0.199,-0.1215
65JmIZCsgkw2mbfobxt1CR2SwyeDXyZaAYjzQpqGtWlK,0.06,0.03,0.0561,-0.032,0.0076,-0.207,-0.1403
65JmIZCsgkw2mbfobxt1CR250me8qXl76zDWuDYT86Xo,0.066,7.334,0.067,-0.011,0.0006,-0.338,-0.1425
65JmIZCsgkw2mbfobxt1CR5xm62i7vAXWc6rbd3LKH4R,0.049,3.576,0.0513,-0.096,-0.0001,-0.351,-0.1119
65JmIZCsgkw2mbfobxt1CR0PTA6dxyv6PVsTHvioxtx7,0.065,8.776,0.231,-0.203,-0.0001,-0.675,-0.1526
65JmIZCsgkw2mbfobxt1CR6zvFR4ecfZNh8FpH5oerr0,0.065,7.414,0.068,-0.011,0.0005,-0.321,-0.1434
65JmIZCsgkw2mbfobxt1CR6jQ7xXUmmOhWkXb19KB2QS,0.065,8.776,0.231,-0.203,-0.0001,-0.675,-0.1526
65JmIZCsgkw2mbfobxt1CR35CEcNYxOq60cuBuJBOTOb,0.056,4.838,0.0153,-0.027,-0.0001,-0.216,-0.1528
65JmIZCsgkw2mbfobxt1CR7AUlmFN2v4qRKBh6iB8AJj,0.073,4.98,0.0463,-0.021,-0.0001,-0.374,-0.1381
65JmIZCsgkw2mbfobxt1CR0wUe0Ge89KdKsQC1nHNMs6,0.08,4.676,0.116,-0.136,0.0001,-0.492,-0.1234
65JmIZCsgkw2mbfobxt1CR53G2stiWXfSOsOC1stZhFd,-0.009,3.761,0.0158,0.079,0.0001,-0.338,-0.1342
65JmIZCsgkw2mbfobxt1CR6pkJvCghWVuFTH1j3sN7Yh,0.082,5.589,0.065,0.007,0.0002,-0.409,-0.05
65JmIZCsgkw2mbfobxt1CR2lwGNIj7xSITJgO1kk71eg,0.055,5.205,0.114,-0.104,0.0014,-0.484,0.019
1FjyfUBL7Dj1GpSxL1XLCQ7cnutZsEtfgNslDWdncr8V,0.081,78.11,0.0141,-0.324,0.913,0.146,0.258
5qAJcIgrDZa3uzbbbOy6Dg4FGcEDfQbG06aKSvb5PNH4,-0.041,-71.656,0.0027,0.044,0.4777,0.175,0.4279
5qAJcIgrDZa3uzbbbOy6Dg5Y3CLebSQUkpyT60OiztZM,-0.017,1.511,-0.0033,-0.045,0.7257,-0.033,0.5029
5qAJcIgrDZa3uzbbbOy6Dg5CSbYkGVHySicoDVFuocna,0.105,-2.914,-0.0099,-0.063,0.8027,0.01,0.3829
5qAJcIgrDZa3uzbbbOy6Dg6DcKWgT30KbZ7KwXFyC7im,0.24,-74.14,0.1136,-0.108,0.0173,-0.252,0.0233
5qAJcIgrDZa3uzbbbOy6Dg4WWe5pysO4x4y1AT0ciwqH,0.092,-69.987,-0.0047,-0.1,0.6207,0.089,0.5789
5qAJcIgrDZa3uzbbbOy6Dg2XLupVrTbKOzuzZZaiM8rC,0.221,-3.47,0.0083,-0.087,0.0051,-0.109,-0.0088
5qAJcIgrDZa3uzbbbOy6Dg2Cd5FazYTN4qS6H7N1PZ7I,0.139,-71.786,-0.0014,-0.037,0.3327,0.12,0.3209
5qAJcIgrDZa3uzbbbOy6Dg4GtXVGubvhsONykEXuHqEJ,0.173,-11.623,-0.0053,-0.022,0.1297,-0.134,0.6089
62cir2yUNwuzQmnnxNFEK96nwhr8jggUCv5VKhxnuoMF,-0.059,3.027,-0.0046,0.026,0.0012,0.318,0.348
62cir2yUNwuzQmnnxNFEK96RKC2vfEnlTLTRHYcCjF1O,-0.019,0.13,0.0031,0.018,0.0004,0.042,-0.003
62cir2yUNwuzQmnnxNFEK90b3lDZVnerJwPPz6Ga2Mdv,-0.082,5.421,0.0352,-0.08,0.0005,0.235,0.277
62cir2yUNwuzQmnnxNFEK94fjYc42csnN74aQo2XOMl4,-0.004,-1.098,-0.0025,0.013,0.0015,0.086,0.517
62cir2yUNwuzQmnnxNFEK90B80vCa2qT7AYyi2WRLeNS,-0.113,-0.911,0.0028,-0.147,0.0025,0.251,0.511
62cir2yUNwuzQmnnxNFEK90IHUMJv1h1dJqbrAes4Ygt,-0.302,-4.104,-0.0164,-0.06,0.0788,0.235,0.497
02bBNYV33OSuqxO6JTpMHD0SEf764kSkwYFfcI9a2TSV,-0.106,-1.154,0.0121,-0.043,-0.02,-0.198,0.345
02bBNYV33OSuqxO6JTpMHD60f6xkbHr5pHyzLF4wmnVL,0.055,4.723,0.0029,-0.066,-0.069,-0.087,0.389
02bBNYV33OSuqxO6JTpMHD0XikEHPNWPo1sUSGJ6Iroy,-0.054,-2.855,0.0051,-0.019,-0.052,-0.06,0.352
02bBNYV33OSuqxO6JTpMHD5T26mqNlnNTzKD1a3INg4X,0.175,11.678,0.0116,-0.101,-0.492,-0.303,-0.4604
02bBNYV33OSuqxO6JTpMHD2FPhS4Hp3okMaY0Qq6MWC6,-0.071,5.062,-0.0005,-0.037,-0.09,0.002,0.273
02bBNYV33OSuqxO6JTpMHD6hc0vthjMbqEbNBX2lFIrv,0.033,7.595,0.0028,-0.05,-0.063,-0.092,0.148
02bBNYV33OSuqxO6JTpMHD3R1oW6BEyDMrjljlO68XJ5,0.111,2.991,0.0062,-0.048,-0.22,-0.214,-0.111
02bBNYV33OSuqxO6JTpMHD5J7nY4huM5hOAswyNuUQbL,-0.074,1.798,0.0064,-0.033,0.073,-0.2,0.308
02bBNYV33OSuqxO6JTpMHD3sTSp0eKOQLcp7guyDJfXR,0.138,0.739,0.0036,-0.046,-0.231,-0.123,0.161
5xiv6HVE3pBksBOhRRFLIQ5QuaxXWcsHVa7rMQyRktZy,0.078,-5.672,0.0131,-0.035,-0.237,0.452,0.07
5xiv6HVE3pBksBOhRRFLIQ23LGgjrWw5kQAcZQFvTDZ1,0.229,-5.886,0.0548,0.067,-0.237,0.191,-0.64
5xiv6HVE3pBksBOhRRFLIQ568c5NqGzZZ3OamGOalvnE,0.164,0.049,0.0236,-0.023,0.018,0.207,-0.115
5xiv6HVE3pBksBOhRRFLIQ0fYRHrSlxUS22k6mWSJrkb,0.143,-4.712,0.029,0.094,-0.237,0.394,-0.123
5xiv6HVE3pBksBOhRRFLIQ6fJpPQG5cwdysyWveTLlCQ,0.272,-5.372,0.0543,-0.039,-0.237,0.186,-0.692
2JQ5UEeNaA2Uow8bL8GmFF7xDRYhLYNnY5mbbotoTsuu,0.094,5.052,0.0694,-0.084,-0.0001,-0.079,-0.0964
2JQ5UEeNaA2Uow8bL8GmFF0ZTi6zbaWJELOE6bXsrDFt,0.084,5.863,0.0544,-0.219,-0.0001,-0.166,-0.0914
2JQ5UEeNaA2Uow8bL8GmFF7LGbc2tEBs8AOM7UEaIZNZ,0.079,8.705,0.1324,-0.327,-0.0001,-0.3653,-0.097
2JQ5UEeNaA2Uow8bL8GmFF6ye9NkgWhPSlnXDGmKg05U,-0.004,1.957,0.0232,-0.111,0.0958,-0.121,-0.0923
1Gd94s5LmBqiHvJ5T5f9EF7xDRYhLYNnY5mbbotoTsuu,0.094,5.046,0.0712,-0.083,-0.0001,-0.082,-0.0964
1Gd94s5LmBqiHvJ5T5f9EF0ZTi6zbaWJELOE6bXsrDFt,0.084,5.857,0.0562,-0.218,-0.0001,-0.169,-0.0914
1Gd94s5LmBqiHvJ5T5f9EF7LGbc2tEBs8AOM7UEaIZNZ,0.079,8.699,0.1342,-0.326,-0.0001,-0.3683,-0.097
1Gd94s5LmBqiHvJ5T5f9EF6ye9NkgWhPSlnXDGmKg05U,-0.004,1.951,0.025,-0.11,0.0958,-0.124,-0.0923
6TTi8Vr477mIqtLIw1wyp3512p9adn2MCsPJlHSkkepM,0.234,1.727,-0.0324,0.021,0.0029,0.018,-0.088
6TTi8Vr477mIqtLIw1wyp365AYSZHkmprVYWjgJwzKsH,0.26,-2.792,0.0022,-0.128,-0.003,-0.076,-0.072
6TTi8Vr477mIqtLIw1wyp33Dwxq3XW1p6qDUXZRJ7xCv,0.096,-6.841,-0.0332,-0.101,0.0878,-0.142,0.034
6TTi8Vr477mIqtLIw1wyp30wAUu6xHJ0v1PqbYV3vi3r,0.124,21.16,0.2036,-0.013,-0.0054,-0.001,0.129
6TTi8Vr477mIqtLIw1wyp31GAoujUxKf7Fob3lI4dG7w,0.086,-7.917,0.0152,-0.141,-0.0061,0.311,0.164
6TTi8Vr477mIqtLIw1wyp37LJrrfRnKGUK5QpVJVcb02,0.311,23.163,0.1086,0.021,-0.0061,0.061,0.057
6TTi8Vr477mIqtLIw1wyp32udx6Fk0TZt2N8jvXdCtGg,0.062,19.065,0.0526,0.051,-0.0059,0.148,0.077
6TTi8Vr477mIqtLIw1wyp34XR2GtafEFu2WK3PmjRhwP,0.243,-3.803,-0.0343,-0.082,0.0077,-0.051,0.11
6TTi8Vr477mIqtLIw1wyp35vRJksGVqaLr6l41hzOWP2,0.172,-1.41,-0.0118,-0.053,-0.0055,-0.109,-0.035
6TTi8Vr477mIqtLIw1wyp33CK6qUtmB3D0ic2yKeIuBd,0.422,26.101,0.0606,-0.044,-0.0061,0.041,-0.542
6TTi8Vr477mIqtLIw1wyp33g4jQMJyMUSMbHnxrDwN2a,0.497,-4.702,-0.031,-0.07,0.0157,-0.126,-0.7425
2CQfeQPZE4ReXlUbl0SqZf3VSM3xBPjrTmeGFYG0Z2HA,0.206,10.015,0.0013,-0.004,-0.541,0.251,-0.216
2CQfeQPZE4ReXlUbl0SqZf3LXahPGZHY5ouqh2dMqW0a,0.105,-2.28,0.0024,-0.047,0.129,0.15,-0.043
2CQfeQPZE4ReXlUbl0SqZf3EN3Miu7Fcm34iDeeZ4fcb,0.074,1.684,0.0039,0.056,-0.483,0.268,-0.361
2CQfeQPZE4ReXlUbl0SqZf6pOQII30iYKvqSCGX28hnh,0.229,4.804,0.0024,0.025,0.083,0.1,-0.752
2CQfeQPZE4ReXlUbl0SqZf0XFoyQpj6LHMl9Kl4gMgg7,0.264,2.1,-0.0005,0.014,-0.221,-0.016,-0.8319
2CQfeQPZE4ReXlUbl0SqZf4NHo5zzo0dCe9oH7dyep5U,0.095,0.365,0.001,0.071,-0.238,0.081,0.011
2CQfeQPZE4ReXlUbl0SqZf7wN4e77wJH3CTLc5wa7Vsm,0.245,2.228,0.0085,-0.023,-0.093,0.105,-0.166
2CQfeQPZE4ReXlUbl0SqZf31oDEEJkvIGXu15MnMSluf,0.231,5.327,0.0134,-0.008,0.148,0.075,-0.257
2CQfeQPZE4ReXlUbl0SqZf6pCWfwcNwmX7i8zUSIklkN,0.06,3.93,-0.0007,0.02,0.013,0.194,-0.367
2CQfeQPZE4ReXlUbl0SqZf1G54GyjvPhA40MhPgR0eb7,0.308,-2.985,0.0038,0.097,-0.279,0.119,-0.8204
2CQfeQPZE4ReXlUbl0SqZf2yqAQ9RGRLN4wWfSygM2Oh,0.135,10.937,0.0055,0.028,0.097,0.142,-0.081
2CQfeQPZE4ReXlUbl0SqZf533GsdGLCusHOO8COnShWH,0.038,1.685,0.0036,-0.002,0.095,0.254,-0.04
08a6Oke8HJYKgBIj0cD2d75AJrlGaevCovjoRSbhvKBn,-0.069,-58.381,0.001,0.068,-0.3286,-0.106,-0.067
08a6Oke8HJYKgBIj0cD2d73opPmfY4BYagAGzKCPTyci,-0.199,3.167,0.0117,0.137,-0.286,-0.125,-0.44
0xTY7Tld4DRxqUhxdw7bZW4o8G9xPNalWvMvzDpeG5Yg,0.04,-4.49,0.0387,-0.253,0.0011,0.034,-0.012
0xTY7Tld4DRxqUhxdw7bZW0F2ZUepMLfPlQaqZuZQqt2,0.07,-74.094,-0.0039,-0.182,-0.0027,-0.048,-0.1611
0xTY7Tld4DRxqUhxdw7bZW4mitcmN7l7CQzuBKVSlbMY,-0.013,8.369,0.0063,-0.21,-0.0002,-0.019,-0.1599
0xTY7Tld4DRxqUhxdw7bZW1HraUVbGNduFyZyAUYi5zh,-0.095,-70.507,0.0068,-0.096,0.0381,-0.144,0.126
0xTY7Tld4DRxqUhxdw7bZW69pVIumOqAGhKojVPXELLD,0.083,3.498,0.0222,-0.248,-0.0022,-0.085,0.03
12gHzpb83V2Eh6D2sKUPlU2bZ0oqckRMg4WmoPZWKWcW,-0.056,5.38,0.0044,-0.115,0.1867,-0.03,0.53
12gHzpb83V2Eh6D2sKUPlU5dvrgdx83lx6TM6Ok8Oh4C,-0.142,3.731,-0.0023,-0.052,0.1317,0.065,0.544
12gHzpb83V2Eh6D2sKUPlU1vaChJIGnaHbci9kFGYPY6,0.095,9.91,0.0278,-0.18,0.0379,-0.173,-0.1788
2vGxsoLg1qqxOLoQoRqHHD2ypdyzfIA02UhxuORoGssq,0.086,-2.805,0.0548,-0.061,0.0002,-0.3,-0.0075
2vGxsoLg1qqxOLoQoRqHHD3BWKnUB7IEF5VIDkzMXqoF,0.107,-0.438,0.0486,-0.076,3.44e-06,-0.123,0.0501
4b7PFjNUpXLUnuL0O9NWf62ypdyzfIA02UhxuORoGssq,0.086,-2.805,0.0548,-0.061,0.0002,-0.3,-0.0075
4b7PFjNUpXLUnuL0O9NWf63BWKnUB7IEF5VIDkzMXqoF,0.107,-0.438,0.0486,-0.076,3.44e-06,-0.123,0.0501
0igFo4xPKciNtHLmnpbpKc2vTBDb86L1YxfYMXwol8Qz,0.132,0.362,-0.0091,0.178,0.0,0.283,-0.14
6os5B6xjuke9YfBKH3tu1e7iCYO5Db1xLBqmzYf4T2EO,0.163,53.483,0.0941,0.01,2.72e-06,-0.187,-0.4685
5UlGHbddHJjdRqaZF6OecR0gi3HaVeBhg3Pblr6oxhbm,0.037,4.131,0.0023,-0.23,0.0061,-0.31,-0.2145
5UlGHbddHJjdRqaZF6OecR6btfyGYAkaX7hELEfu8Tdi,0.197,13.598,0.0089,-0.225,0.0483,-0.277,-0.2202
5UlGHbddHJjdRqaZF6OecR0jTSPteH5SEMdiZtFWZxdS,0.06,10.511,-0.0155,-0.166,0.0285,0.005,-0.2023
1iP70NWvmkPabwFspXruQ84oNAW0l3STWhteRcBtDoLK,-0.037,46.063,-0.039,0.063,0.069,0.61,0.0714
71XTdtW3bvmIrotG8yYVMS2ptRToH2MrfmeFctB54XxF,0.025,-14.554,0.0651,-0.037,0.0,-0.33,-0.457
2Lr6wBuuy7zjPLqPU0Ve6E18gpb7VgabTPYn5B6OETx0,0.172,-8.266,0.0038,-0.082,0.1905,0.0,-0.062
2Lr6wBuuy7zjPLqPU0Ve6E33iCzr9NZSorNAYbI0xp8Q,0.09,-7.278,0.0002,-0.06,0.6025,0.032,0.115
2Lr6wBuuy7zjPLqPU0Ve6E2SHJfDk6DBZ4VMPnolLQue,0.36,-72.739,0.0057,0.014,-0.0048,0.079,-0.051
2Lr6wBuuy7zjPLqPU0Ve6E1Hmxk1YPvCdwvIxhOC4c4o,0.124,-75.63,0.0015,0.039,0.0215,-0.065,-0.01
2Lr6wBuuy7zjPLqPU0Ve6E12e4kCAFDDrjW4Zqo1EtRq,0.155,-5.391,0.0016,0.001,0.1215,-0.01,-0.518
2Lr6wBuuy7zjPLqPU0Ve6E3JsXgagWYadmFjkhyIs1jo,0.086,-73.466,0.0016,0.075,0.8525,0.024,-0.232
7bruFHYnWGD05Lqqfcs4bJ1WA1u2w3STH4x9idPWvXRe,0.264,4.397,0.1164,-0.229,0.0,-0.01,-0.0991
7bruFHYnWGD05Lqqfcs4bJ4nAZMlWC9jf3t0yNVuYptE,0.271,2.622,0.0644,-0.089,-8.01e-06,0.0,-0.0846
7bruFHYnWGD05Lqqfcs4bJ4Glj86TJyeasQwNFR5YFC0,0.29,6.025,0.1234,-0.158,-8.01e-06,-0.049,-0.0484
7bruFHYnWGD05Lqqfcs4bJ4XORLCvP6cHDa6ZhDtnUh8,0.22,5.489,0.0377,-0.125,-8.01e-06,0.139,-0.0759
7bruFHYnWGD05Lqqfcs4bJ0GDJhpwYPLRzRAAuhQslwh,0.258,7.407,0.0364,-0.095,-8.01e-06,0.169,-0.0959
7bruFHYnWGD05Lqqfcs4bJ6QeJEYuRk6S5MgfULR2ECU,0.272,2.614,0.0724,-0.088,-8.01e-06,0.008,-0.0851
2CqxMRNufuvCcraGit5Q2m1WA1u2w3STH4x9idPWvXRe,0.264,4.397,0.1164,-0.229,0.0,-0.01,-0.0991
2CqxMRNufuvCcraGit5Q2m4nAZMlWC9jf3t0yNVuYptE,0.271,2.622,0.0644,-0.089,-8.01e-06,0.0,-0.0846
2CqxMRNufuvCcraGit5Q2m4Glj86TJyeasQwNFR5YFC0,0.29,6.025,0.1234,-0.158,-8.01e-06,-0.049,-0.0484
2CqxMRNufuvCcraGit5Q2m4XORLCvP6cHDa6ZhDtnUh8,0.22,5.489,0.0377,-0.125,-8.01e-06,0.139,-0.0759
2CqxMRNufuvCcraGit5Q2m0GDJhpwYPLRzRAAuhQslwh,0.258,7.407,0.0364,-0.095,-8.01e-06,0.169,-0.0959
2CqxMRNufuvCcraGit5Q2m6QeJEYuRk6S5MgfULR2ECU,0.272,2.614,0.0724,-0.088,-8.01e-06,0.008,-0.0851
4CnD3Fdnff4nZPpLbzslN15YBaWFUP6T5vS1uAofXMhj,0.119,29.271,-0.0028,-0.062,0.146,-0.176,-0.149
4CnD3Fdnff4nZPpLbzslN10iY9VBDAB2q4yRfyaNDQF8,0.028,28.592,0.0005,-0.007,0.237,0.096,0.006
4CnD3Fdnff4nZPpLbzslN16TtUI2SdIiaOAmNWen2FTR,0.151,38.342,-0.0007,-0.017,0.218,0.081,-0.242
4CnD3Fdnff4nZPpLbzslN16AXGgFdvSDjSaPkFwYydeF,-0.001,36.629,-0.0002,-0.006,0.203,0.226,-0.006
4CnD3Fdnff4nZPpLbzslN10ObBzWMnnbfBEk9AUSkiuz,0.144,30.097,-0.0019,-0.023,-0.7169,0.127,-0.608
4CnD3Fdnff4nZPpLbzslN12piWCah5p2xdyMXv7JPhbe,0.09,7.919,0.0049,0.101,-0.056,-0.086,-0.122
4CnD3Fdnff4nZPpLbzslN14c8x0XLteFK3Ya0RxGGVJF,0.128,0.36,-0.0055,-0.067,0.167,-0.037,-0.024
4WKjn3ZKNWNTQAU4TTtpTi4KENYWlULkvl7XNy3flg6i,0.569,-11.423,-0.0333,-0.125,0.0001,-0.055,-0.184
4WKjn3ZKNWNTQAU4TTtpTi4ngugHV6G9v156WJq2QkWJ,0.405,-24.692,-0.0504,-0.117,0.915,0.107,-0.035
4WKjn3ZKNWNTQAU4TTtpTi6YjB4hJL793RAxxSiOsmpY,0.048,-30.691,-0.0366,-0.027,0.0068,0.07,-0.023
7aBAo2pO8LvrN8mGba7MvA4M3g8YKJHaZikNyNHkSHvk,0.201,-0.097,-0.018,-0.203,0.0188,-0.156,-0.0192
7aBAo2pO8LvrN8mGba7MvA1mnXJvimG1ZFneYNuRv1xO,0.175,1.378,-0.0301,-0.113,0.0262,-0.144,-0.0194
0vWmAxnSj0FCyaCEwwvvPU1Ih0HW8ufK5SkVm1Uq2bJ1,-0.051,0.587,0.0067,-0.165,0.0,-0.034,0.004
4D61qXYCY7mVzo0QQm5ehd1Ih0HW8ufK5SkVm1Uq2bJ1,-0.045,0.633,0.0018,-0.163,0.0,-0.007,0.027
4u1WFYkW7pFmFvyUqUKP1672UwXB3MJPFvMKhvAVZVLs,0.061,0.026,0.0121,-0.026,0.0,-0.031,-0.0026
4u1WFYkW7pFmFvyUqUKP1643VWB4TOhab9KpnjSErJZs,0.061,0.026,0.0121,-0.026,0.0,-0.031,-0.0026
76Nxn0HKnafkKgu19RX6bg72UwXB3MJPFvMKhvAVZVLs,0.061,0.026,0.0121,-0.026,0.0,-0.031,-0.0026
76Nxn0HKnafkKgu19RX6bg43VWB4TOhab9KpnjSErJZs,0.061,0.026,0.0121,-0.026,0.0,-0.031,-0.0026
4HYir34xCw0u1t2upGzlJv1B1Qiua8fVujfSno2e6JWA,0.256,6.258,0.0637,-0.045,0.0003,0.038,-0.113
4HYir34xCw0u1t2upGzlJv6mxqBkIazYpefD0nUc5aeH,0.537,10.718,-0.0403,-0.142,0.0,-0.057,-0.305
2TuOkb5mdkO2IBTG7Ch4ns6mPd8v8eOFwW3moRzakHql,-0.02,-3.223,-0.004,0.05,0.5917,-0.069,0.302
2TuOkb5mdkO2IBTG7Ch4ns3xpBLf79d2iGv0wLI8eNV8,0.103,82.188,0.0032,-0.113,0.7617,0.07,0.109
2TuOkb5mdkO2IBTG7Ch4ns63YxnunzJ52Vzfx2IreysJ,0.017,-1.017,-0.0041,0.039,0.1297,-0.044,0.17
7JBGmPJt1yDgMvi3Hfjxof2yAtKuYW0paWvTq5FJbRiY,-0.024,-5.367,0.0027,-0.089,0.0,-0.077,0.1676
7JBGmPJt1yDgMvi3Hfjxof5BE9Ungoi9DxZ4aVxbRNHZ,-0.024,-5.367,0.0027,-0.089,0.0,-0.077,0.1676
3S5QmzZVz4WCFbLnZkShQS2yAtKuYW0paWvTq5FJbRiY,-0.024,-5.367,0.0027,-0.089,0.0,-0.077,0.1676
3S5QmzZVz4WCFbLnZkShQS5BE9Ungoi9DxZ4aVxbRNHZ,-0.024,-5.367,0.0027,-0.089,0.0,-0.077,0.1676
2x1Dx3UI3iEWkN24rfJzvr25MAm8IhdRsZfw2UWagOA8,0.239,-0.868,0.19,-0.077,8.09e-06,-0.208,-0.5481
2x1Dx3UI3iEWkN24rfJzvr4JCAYY07nvF0TBCEZwngIS,0.243,1.046,0.113,-0.058,0.0,-0.239,-0.5343
2ijOeHhxKAcMwNcF7ZimmO25MAm8IhdRsZfw2UWagOA8,-0.001,-2.118,0.097,-0.031,1.35e-06,0.023,-0.0023
2ijOeHhxKAcMwNcF7ZimmO4JCAYY07nvF0TBCEZwngIS,0.003,-0.204,0.02,-0.012,3.66e-06,-0.008,0.0115
3oJRqdtk5Xc6mX5AdfUXgx25MAm8IhdRsZfw2UWagOA8,0.242,-0.762,0.196,-0.089,8.09e-06,-0.189,-0.6081
3oJRqdtk5Xc6mX5AdfUXgx4JCAYY07nvF0TBCEZwngIS,0.246,1.152,0.119,-0.07,0.0,-0.22,-0.5943
